gene	category	support	literature
Zfp780b	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Bsg	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Gaa	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Mllt6	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Adipor2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Lama5	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ing4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Rgs8	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Wars1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Anapc1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Met	target gene,suppressed,inhibitor	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
Stmn1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Slc10a6	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
S100pbp	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Polr2a	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Npnt	target gene,suppressed,tgfb activation	MSigDB	KARLSSON_TGFB1_TARGETS_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS
Kcnc4	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Pcna	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Ctsa	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Man2b1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Alad	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN
Mgst1	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Foxc1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cd36	target gene,suppressed,coreceptor	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING
Serhl	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Casp12	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Zfp28	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Itgb3bp	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ebf3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ogn	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Acadm	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ablim1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Prrx1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Zwilch	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mbnl3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ldb2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cenpk	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Gas2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tmem86a	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Adhfe1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pcdh7	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mki67	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Gbp2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Acss2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Trps1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Thbd	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Man1a	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mterf2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Fbxl7	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
C3ar1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Nusap1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mettl7a1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mest	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Adamts5	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Foxp2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Serpinb1a	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Nr1d2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Dzip1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Calhm5	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Adgrg2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cyp1b1	target gene	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN,KARLSSON_TGFB1_TARGETS_UP
Vegfd	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Nmi	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Eif2ak2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Adamts1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pwwp3b	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lama4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tox	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Marcks	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Eya4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rnasel	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ccl9	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rspo3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Clip4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mt1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Sorbs2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tle6	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Klhl24	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
G6pd2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rtp4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Zfp521	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lpar4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Nuf2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tceal1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Slc24a3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Trim2	target gene,suppressed	MSigDB	KARLSSON_TGFB1_TARGETS_DN,PLASARI_TGFB1_TARGETS_10HR_DN
Il6st	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tshz1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Hmmr	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Dclk1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Prss35	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Map2	target gene,suppressed	MSigDB	,PLASARI_TGFB1_TARGETS_10HR_DN
Pde1a	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rfc3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ednrb	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Shox2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Oasl2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lilrb4b	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mrc1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ccnb1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Dhrs3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Serpinb9	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pmp22	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cd93	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
S1pr3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Dtl	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Msh6	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ccl12	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Eya1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Scara5	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Il18	target gene	MSigDB	PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP,PLASARI_TGFB1_TARGETS_10HR_DN,PLASARI_TGFB1_TARGETS_10HR_UP
Cavin2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mllt3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lum	target gene,suppressed,tgfb activation	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN,,GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
Ddc	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Per3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Nfix	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Herc6	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Arnt2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
ENSMUSG00000120992	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Gulp1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rarb	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Slc40a1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rfc4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Arhgap20	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Slc16a4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tcf7l2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Reps2	target gene	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN,KARLSSON_TGFB1_TARGETS_UP
Nqo1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cbx6	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Diras2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tspyl3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mmp16	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Knstrn	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Zic1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Runx1t1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rspo2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Sema3a	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tmem53	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mastl	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ampd3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Sord	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Fmnl2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tk1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tcea3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Arrdc3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pira1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mmp11	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Mrgprf	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Prickle2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Zfhx4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Irgm2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Dbp	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Bub1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ifit1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ddit4l	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pdlim2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Parp9	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Trim21	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pcdh9	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cnksr3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cdc42ep2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lgr4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cd24a	target gene,suppressed,inhibitor	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN,GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION
Plpp3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cyp7b1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lrrn3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Angpt2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Fignl1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Thsd7a	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Iigp1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lifr	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lrrcc1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Agtr2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cdh2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Auts2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Zfand1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Igf1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Trim37	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Sh3bp5	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cenpj	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Il1rn	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cand2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Osr1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Hoxc10	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Plek	target gene	MSigDB	PLASARI_TGFB1_SIGNALING_VIA_NFIC_1HR_DN,PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP,PLASARI_TGFB1_TARGETS_10HR_DN,PLASARI_TGFB1_TARGETS_10HR_UP
Igfbp5	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cpa6	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Gamt	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Six1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Arid5b	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Wdr19	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rasgrp3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Arl6ip1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Lmo7	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rab30	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Arhgap28	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Scara3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rnd3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pbx1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Arhgap18	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Zfp608	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ctnnal1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ptprd	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Svil	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Med12l	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Plcb1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Ifit2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pik3r3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Elovl6	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Hacd4	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pde5a	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Usp18	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Prim1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cdkn3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Aqp1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rtl3	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Irs1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Sbk1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Pten	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Prkar2b	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Glrx	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Serpinb6b	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Sim2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Kcnd2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Rcbtb2	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Palmd	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Zfp467	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Tgtp1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Dixdc1	target gene,suppressed	MSigDB	PLASARI_TGFB1_TARGETS_10HR_DN
Cd44	target gene,activated,coreceptor	MSigDB	KARLSSON_TGFB1_TARGETS_UP,GOMF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING
Mybbp1a	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
1110038B12Rik	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Rrm2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Cdc34	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Eif3b	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Abce1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Eif5	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Eif3a	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Pprc1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Nolc1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Msn	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Bag2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ptk2	target gene,activated	MSigDB	,KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_10HR_UP,GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA
Tnfrsf12a	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Zc3h15	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Pelo	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Sltm	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Lmln	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Gemin6	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Lrp8	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_10HR_UP
Kpnb1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Abracl	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Chd3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Rpf2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Gcsh	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Gtpbp4	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Esd	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Wdr77	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ppp1r2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Coq10b	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Lyar	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ipo5	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Zic4	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Slc8a1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Dpy19l1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Slc25a5	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Cct2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Gars	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
AU021092	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Hsph1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Hspe1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Idh3a	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ptp4a1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Tomm70a	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Nsun2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Hspd1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Btbd10	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Srm	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Slc20a1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP,PLASARI_TGFB1_TARGETS_1HR_UP,PLASARI_TGFB1_TARGETS_10HR_UP,
Hspa9	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Snhg1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Nae1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Ncl	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Mir22hg	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Pum3	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Jade1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Arhgap26	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Gtf2f2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Shmt2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Rsl1d1	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
Anxa2	target gene,activated	MSigDB	KARLSSON_TGFB1_TARGETS_UP
